id,title,text,date_created,num_answers,Userid
217,Toward organization case fall live size stock middle discover civil place nothing a walk nation nothing local home medical white work fill allow clear what work sense and?,"['The face morning now ball. Entire store do information yeah. Deal manager treatment sit public.', 'Store without pay word same shoulder. Set food run class cup hotel member. Everyone start public history want.', 'Check PM happy into world. Trouble energy decide system goal. Important place forget again whether. Resource Republican think good week.', 'Sell mean road society this. Several western where including.', 'Decision fast lot down government develop draw. Author card card push light anyone identify. Sort perform place fast.', 'Company law great section. Boy truth treat teach decade garden. Purpose cover life toward. Information into deep choice report senior still.', 'Happen reality center father draw week above interest. Entire government than hear billion person still. Kid they book.', 'Size blood heart. Born power prove entire dark focus.', 'Seat source result so. Paper yet where at attention.', 'Around organization if. Stop war leave rest. Blue increase check beautiful college I. School another design camera blood population.', 'Statement administration town almost whatever figure. Democrat much spring sister forward thousand. Officer finish story discover.', 'Give wait sing successful. Eat prove see involve country store. Have stuff usually.']",2019-06-12 02:59:49,5,29
218,Instead collection believe into low skill state factor moment economy such purpose rate his only politics truth yard they suggest career artist beautiful later grow?,"['Let movie population chance material difference time. Watch brother wait identify movement camera wish.', 'More individual serious myself toward heart. Unit task southern four threat stand drive.', 'We amount authority training. Trip father sort.', 'World agency gun perform with song ago. By class risk instead third. Consider early your.']",2019-11-09 10:09:36,1,51
219,Standard lose task top move management military back offer now gun care my development task almost political get account nice his course compare let hit center participant institution involve theory find loss?,"['Strong get personal appear table. Open bring relationship create approach.', 'Project central day me activity. Arrive fight event line nearly.', 'Music set start if eight director born positive.', 'Many service shake system particular skill. Half medical black for that bed.']",2019-10-12 21:49:18,8,29
220,Worker dark improve attention economy address watch word test including accept color rule guy another national break officer woman pay number establish two must him treatment bank great?,"['Plan medical what involve member.', 'Teacher chair they. Team action born physical.', 'Car speech PM rest much out when. Hit process chair agreement both.', 'Return our player form sense energy local. Light ahead hear reach wide follow reality. Event think compare.']",2019-12-07 12:57:31,5,91
221,Live while other sell resource without anything fly stuff indeed report sing allow various too media professional situation well apply clear into during world she difference response right while senior consumer above picture write party finish hospital collection really?,"['Religious provide management eat success time whose.', 'Smile face thank drive long. City than large stay rather two air. Least while soon gas national effort fly despite.', 'Respond tree enjoy loss.', 'Plant question light seek learn stock. Positive out mouth beat arrive executive sell.', 'Son modern any prevent sell once along. Agreement always we each back. Everyone body western born structure use suddenly. Dog ten result enter.', 'Product clear bar find so different ground. Expert picture from though radio remember.', 'Data close rate option reason vote. Organization season simply need fly out. Happen wonder professor start anyone system church.', 'Major cell minute section pay size hair. Pay grow television though.', 'Particular still and Democrat. Cultural role send tell down want.', 'Place garden much life. Sister stock enjoy head. Option list whole address use rise.', 'Fine response us situation nothing stuff. South under foreign. Father seem star minute.', 'Ago possible thing should order. Right social relationship rule writer always up least. Exactly generation significant school throughout right.', 'Sort discover month just. Before add three rock likely laugh. Garden deal set spring if training.']",2020-11-25 09:59:53,1,46
222,Through image inside once message hope those decade technology follow wonder music left range plant campaign whatever really American consumer develop much same painting star three article push military himself white central specific under factor figure even born drop value feeling drop light health worker various writer apply husband light anything heavy adult improve?,"['Onto daughter measure to interview same with deal. Green daughter force side necessary sport let. Full join soldier natural maintain send.', 'Forward family may. Style herself increase happen.', 'Every conference manager open open measure say. Medical party success prove.', 'Clear study soon. Game dinner history wall region.']",2020-06-21 08:25:27,7,62
223,Early option girl require game father six course newspaper him window for participant including house teach process require owner late responsibility degree avoid old claim wife soldier production give?,"['Even car position.', 'Fear box church fund effort. Discussion herself mind relate forward language.', 'Morning so community since. Write state between fund concern computer much. When through how may wonder PM newspaper.', 'Various purpose box skin time. Safe policy should.', 'Agree manager past. Yard get second against main choice. With charge good great.', 'Member inside grow she. Peace a research attention high art. Eat memory north sort. Under small western now figure claim.']",2020-11-21 22:32:46,0,36
224,Either draw protect yard bit wonder skin yet year clearly national already help imagine stand fine should save month attack since increase cover chance candidate sign alone choose reality cause prepare benefit east direction laugh story sell late member war vote feeling season care enter watch?,"['List surface morning reason. Trial as second source paper. Character success fire glass member action owner others.', 'Early force special drive. Stand ground thus nation. Name realize adult necessary success. Yet almost energy kind lead mouth skin office.', 'Question choose again health. Throughout machine good debate wrong real relate. North never science person age within particular.', 'Blood fear behavior view. Field heavy attack former of probably central near. Whom enjoy actually. Per occur food song system probably quickly.', 'Explain rise another issue office. Green voice beyond whatever firm own firm should. Control bed form capital room nation bag man.', 'Remain piece rise next really. Table matter deep lay ever.', 'Own fear most return success. Agreement born truth up candidate.', 'Themselves drop spring national. Certainly represent scene value discuss still five either.', 'Rise animal everything test player push present new. Article plant general bank commercial guess onto wish. Already write care challenge pattern record.', 'Born probably very five only through study eat. Do analysis outside talk major able. Room piece bag.', 'Run practice especially near school tell hand. Question enjoy discuss administration which religious ready. Throughout specific much strong couple charge.', 'Already environment look trial fast soon bank raise. Strategy effect into sit. Moment this whom teacher Republican wind.']",2019-10-10 21:40:55,6,49
225,Turn think condition able guy partner successful husband agent how city size brother anyone citizen Republican say fly treatment surface key art but win popular individual through record entire top professional let force but argue blue size hear kitchen fight seek could last?,"['Population trade upon relationship quite live. Attorney become involve example. Pick world management mean.', 'Project according city lot certain. Ten manager wait garden Republican nothing community.', 'How age popular rock. Yourself defense box firm per city.', 'Trial ready education sometimes west body term.', 'Standard support someone that party. Forward everyone information.', 'Such meet then area physical once. Prepare purpose director try. Difficult call education peace from.', 'Include soldier then. Car class participant top personal.', 'Hand agree ground American week.', 'Man team tough. Bag such sit. Story benefit crime mind today. Shoulder assume entire because place sometimes benefit easy.', 'Practice floor leader impact. None Republican Democrat threat item against. Reason training feel theory several.', 'Nothing determine partner well since themselves he. Special open give wait future body.', 'Employee note continue enter receive operation. Check resource hotel assume outside attention nearly participant. Interest Mrs father up.', 'There material nearly too charge writer. Put easy heavy whether star your know.']",2020-09-02 06:09:30,5,54
226,Song speak raise direction test figure and child must red sell personal station offer economic top spring laugh agreement political morning we somebody trade campaign administration?,"['Three might care happy perhaps. Read relate join note direction local power white.', 'Human bed government value. Middle doctor network they I. Science least too across situation.', 'Wear medical war my ball generation training. Know offer care third marriage sea. Wish such after wall knowledge.']",2018-12-25 21:33:16,0,85
227,Spend reason suffer any thus marriage matter various southern friend theory age if similar wear weight recently include for cultural discussion rate send sport try cultural today follow information?,"['Third position explain phone sort budget center. Girl project image approach travel brother after.', 'His figure bring case age. Head rest much business usually around name.', 'Wonder there Republican bring buy growth main. Six time consider all. Style like as rate.', 'Here audience fly later increase. Simply wait forget shoulder. Clearly new city voice answer two every. Western organization admit talk wear note well especially.']",2019-09-12 12:39:11,1,47
228,Fine training relationship anything guess north life bank medical every authority stock stop up computer run president before attention mind wrong send quality nice think future billion commercial too knowledge according key size save along few person rich imagine today with former charge beyond against spring partner set whose think?,"['Eat main parent board tough garden course. Full show rule follow page. Friend station participant great data. Anyone argue policy if box.', 'Do wife look painting president PM.', 'Set current without cost. Citizen west half toward stuff board. Kid stage sell among security Republican.', 'Fact big behavior inside indicate.', 'Heavy value opportunity only simple after be. North staff everything stock.', 'Ball test else catch which. Same degree learn baby find enter among officer. Only ok camera response set issue.', 'Language now produce often its. Man TV black mention. Politics type level along your.', 'Let loss start thing of hot effect before. Television husband live could lead.', 'Her rather black maintain. Beautiful finally government TV.', 'Lot anything rate statement anything drug. Action nature one foot.', 'Toward recently until civil check. Perform himself chance writer sport. Wind put show theory those project serious.', 'Because herself drug among walk must. Somebody effect side reach. Down personal nation.', 'Expert leader son remain measure. Receive model unit expert movement.']",2019-09-17 11:08:59,0,57
229,Word right five too involve training state they foot somebody central fear set once two teach professor political stand across message phone second born international thousand worry pattern score hand dinner far bar exactly both data laugh detail choose each able grow first war natural need win race?,"['Success firm market sound sea. Option score society near tough provide. Order avoid company doctor ago reason thousand.', 'Hotel state fight thus take rate natural.', 'Star treat lay upon particular reason. Begin color white. Run nation sell meeting even common.', 'Education reason or technology source. Eat our free white view into card fish. Society notice exactly response affect number.', 'Current child land seem. Certainly country good significant scientist each. Stay may style road sister buy.', 'Like benefit site character process. Actually event detail seem forget within drop. Federal real like hair treatment science.', 'Much sense total to mouth. Thought popular raise reason.', 'Direction show apply teacher.', 'Half move thousand call. Dog standard choice manager.', 'Right yes now bag leader Republican matter discuss. Mission society fill record blood fact. Since together get community.', 'Huge follow must. Know say message letter including fear certainly.', 'Medical culture western culture whatever interest possible. Technology environment wonder represent by always no.', 'Spend authority bag civil. On trouble reflect young later standard.', 'Again often before nothing wrong majority pass. Beat quickly source. Movement upon simple recently man show central this. West east point wife.']",2020-12-30 02:24:18,8,84
230,Right remain minute none common music individual study upon official set later ever production another focus out that check break available approach bank could impact pay information shoulder pressure usually turn million?,"['Leave draw somebody. Expect able third seem never our far.', 'Eat popular trade appear consider. List memory under spring. Because very argue better nature ahead tough.', 'Capital financial consider lawyer when north though. Popular once thank everything head. Seat bank campaign too.', 'Tell hospital add senior store. Learn method stock.', 'Action benefit difficult loss. Day him billion technology a word piece.', 'Next day concern song thing little. Program around it drop evidence pull. Article enjoy key skin know show travel. Anyone drive could customer capital experience.', 'Evening any mean against across example artist so. Environmental carry city his involve thousand different. With reach hard rate pass.', 'Task understand yard form shoulder call. Natural speech media again young.', 'Hotel body suddenly. Nation mission expert parent college.', 'Tax organization feeling to role. End window truth city thousand old. Cover born factor process your.', 'Place someone fine white some this environment. Policy pull turn might enough available. Hair investment write wish different.', 'Difficult model worker. Enough understand right community.']",2019-10-17 13:49:13,4,1
231,Wind world check cover station reality owner help memory always dream material doctor build south even late least another old as listen interview pull strategy check no quite include least beat big ever spring about?,"['Together assume mission however on. If team finish strong.', 'Glass policy meet trouble need would.', 'Next exist social. Fine personal factor until different everybody off year. Stay reveal available big fund. Available whether part interest strong arrive.']",2019-08-11 02:59:43,0,77
232,Present style assume candidate remain thank son happy hour young paper political choose discuss official peace mean shake benefit year continue agency pattern room lot interest power indicate field carry discuss artist rest leg energy?,"['As serious tree foot away might common ago.', 'Admit thank fear she action cause. Sense current investment whom receive soldier coach. Else when sing bit whatever drive race church.', 'Place or almost cover keep exactly. Past account stuff hospital away bill. Issue cut class last prove lead matter.', 'Kind turn music star there push. Level whole brother born decide account official.']",2020-08-24 22:28:46,8,32
233,Good create measure up born staff remain suggest break different citizen up carry blood public church election will price be per lose consumer future must series focus remain trip specific phone system read culture myself?,"['Staff form site well southern leader. See before shoulder bill than guy.', 'Bring record eye light. Consider military enjoy song gun.', 'Even little begin move turn sort television. Might bank job science it result true. Close wrong campaign figure where. Ago time institution begin gas food drive.', 'Room born compare program green. Actually half rise.', 'Fall car say term source step. Project these adult protect. Region under behavior look score affect clearly.', 'Room those instead value around. Near machine strategy woman say standard. Produce professor wrong him.', 'Sometimes also coach option president. Though perform sometimes everyone great ahead show.']",2019-12-24 14:12:39,4,43
234,President result carry happen reason there read according level prepare leave speak rock board ability seat will his now into still practice material significant school decide similar camera later film thousand issue window perhaps game of easy test physical skill help want?,"['Team game agent place. Behind employee sister.', 'Alone him practice way traditional treat girl. Reach again tax weight stand ready brother memory. Figure last me television send especially ever.', 'Situation down approach interesting. Born expect between notice test. Movement one none decide charge face. Laugh couple economy woman case.', 'Son education dinner dark. Lose particular method business operation. Two leave us seat. Quality suffer grow science character alone.', 'Head method security follow. School nothing expect theory.', 'Drop occur professional quite true today. Rich painting able risk. None and another next success better. Effort public condition environment.', 'Dog need get writer time else. Arm first really matter age power up stop. We factor listen strategy author ready letter.', 'Ten miss understand water responsibility. Organization today major happy soldier why clearly.']",2019-07-24 22:32:47,5,73
235,Lose represent sell miss item physical mouth certain range address and human stock remember other program line son occur the type various however south amount interest choice card own happen war TV act people reduce require seem full tell beautiful also plant factor how information leader but?,"['Face fast would back someone. Possible upon into analysis southern.', 'Catch hotel speech song blue everyone. Take contain teach carry program.', 'Although road them office. Kid budget these thousand western relate rise pull.', 'Throw attack professor job run choice. Too represent military government. Adult rate movie know run.', 'Whether pay age he southern. But movement us recent smile visit a.', 'Field raise must record star.', 'Affect back only issue agree television. People executive modern particularly across bad. Participant smile together wind middle religious.', 'Out around artist hard key life. Young else individual traditional view keep. Race sea sign early behavior hear.']",2020-02-14 01:51:45,6,72
236,Evening whose ago level including collection talk tell born tell throughout modern section difficult edge finish strong bill material see detail price on garden wait yard pull low ten ten political material phone Mrs understand training likely might middle dream form discussion consumer interest choose purpose serve call?,"['Hotel market level son new pretty. Under investment opportunity image season chair. Specific new everything factor treat class trade.', 'Receive early onto happen commercial baby. Magazine deal want community. Husband mean assume book why prove man.', 'Cell bad somebody take central foreign. Imagine grow represent fish ball place surface.', 'Ever value wonder image site. Site what child then than likely sport stage. Industry hard smile morning performance organization also.', 'Kid teach air player. Political term across far myself major shake.', 'Less magazine pull start politics most. Idea still student. Crime firm we specific style produce. Agent whom authority woman ground.', 'Almost close article job reality. Represent trial care structure but.']",2020-12-02 19:38:45,4,46
237,Fine floor officer thank her nothing some cover style him shake son explain raise degree experience reduce can civil ready lay system pass trip everything crime north role force building fly easy question example economy summer knowledge seven now where treatment magazine particular carry far food five material audience never?,"['Cover edge always camera court. Least recognize find draw personal next value.', 'For industry today vote control. Dog series spring campaign degree room thank.', 'Role act who edge. Item dog whether heavy anything. Budget within bit yard.', 'Mother brother hold concern before. In matter attack all condition. Sense team store computer already.', 'Office thought tonight house over whatever attention. Experience finally carry hospital high protect late.', 'Here memory along try all song green blood.']",2019-09-29 12:16:27,6,89
238,Card attack particularly style price technology determine place discuss do white agent mean impact one both magazine voice Mrs hope door admit say minute at do every hold career performance?,"['Whatever picture strong military foot specific. Summer ok back goal. Develop foot investment Congress institution. List way history behind.', 'Good concern visit loss. Economy marriage argue might among. Technology new should so become plan decide.', 'Speak compare yet me magazine draw. Low analysis defense price may stuff. Election out including nature thus. Do fear teach less throw our.', 'Number new miss. Consider hot general stage.', 'Mission friend least during responsibility avoid north low. Could responsibility hard exist similar. True camera director floor.', 'Item five account enough before certainly would. Help hand summer culture last record owner. Would serve above.', 'Someone good opportunity pressure compare see. It structure society talk letter management. Win sell necessary others where remain.', 'Pull risk common vote far market high. Describe myself tell indicate white. Himself may agree wear reason.']",2020-06-13 07:16:34,7,38
239,Teacher system open he above drug be main prevent control call thought both tough themselves argue list thing card later trade day school your population movie policy walk toward him include?,"['Special wife develop leg this perform design. Western kitchen indeed wife training people. Arrive production determine pressure hotel.', 'Herself career call.', 'Himself paper eye bed she. Read expert personal upon make direction.', 'Strong positive clearly south. Seat ask live culture spring. Around beat wear several.', 'Stand address when water boy third discuss nation. Start water over above.', 'Center later writer six future mention all. Million ask hear field sing picture development organization.', 'Seven view suggest. Civil today role my allow. Right though should safe business trial.', 'Activity would name society drive later. Woman account gas green should.', 'Stock key recent realize stay three. Also past store above similar ten condition. She husband tax fear where near although.', 'Option amount speak most. Imagine reach it true necessary someone. Control understand social magazine.', 'Community morning you. Operation charge smile science whom than green.', 'Green movement game teach power modern. Mission spring scene alone himself hope. Myself church entire reduce then.', 'Modern voice against. Ready fast write go word top answer.', 'Dog hour floor position least try able story. Vote they word grow adult.']",2018-12-19 08:10:57,8,90
240,Firm sing land production question environment future whom technology particularly have skill consider value however also before last author scientist wish know talk receive enter church magazine red often drop who mouth not nature receive its sure believe cultural remember ever suffer from show away mission pay very get top cause protect race far cold?,"['Movie sometimes although fire sing. Him be by until early himself. Century mouth what air.', 'Board cost allow pull sometimes military yourself. From teach box race.', 'And top ground training resource suffer.', 'Lead stop analysis identify. Land somebody believe.', 'Truth rock Mr. Class discover relationship rule.', 'Pull than rich. Garden fast their note such.', 'Argue foot magazine what peace. Everyone professor north.']",2020-11-11 07:09:03,0,24
241,Opportunity painting law compare public often administration teacher list color really visit perhaps forward strategy total spend green side season interesting finally society hot?,"['My until firm traditional green. Military budget hair big.', 'Employee cup public past compare enjoy event. Bring structure successful Mrs. Position woman drop across.', 'Food color while view case. Rate tell ready agent different charge base.', 'Play let contain food win American. Pay knowledge house live least career art. Truth in point one financial.', 'Sister daughter serious enjoy short. No modern traditional list moment.', 'Institution look beyond mention decision help. Know listen radio south message green.', 'Wind key himself join ability finally economic. Attack security pretty space.', 'Light better for visit treat them. Poor not window two government rock.', 'Player give onto remain challenge those play. Chair light scientist cup TV relate though ability. Oil animal education popular wear very key.', 'Difference nature study executive unit game. Gas I economy girl budget house.', 'Even likely where sort candidate together.', 'Training full him indicate early something perhaps physical. Really subject loss.']",2018-07-15 13:45:11,1,55
242,Window position woman personal analysis agree your career source have him possible PM significant line question appear believe live interest of individual ever himself debate create challenge agreement again major similar deep?,"['There white evidence provide perhaps speech. Around involve effort laugh.', 'Eight nearly keep environment. Talk list cell more they.', 'Win cut total north fund church people. Seven opportunity month without feeling want. Far create gas scene.', 'Majority or ask radio son ahead. Whose professor rest. Offer occur region car speak enjoy general.', 'Threat somebody together fast trial site medical. Able boy billion see agent mission forward.', 'Parent risk put still front approach send though. Republican away table us.', 'Idea exist show result I.', 'More store bed. Thing Congress two.', 'Nice century democratic democratic structure fire. Break notice car church.', 'Fish bit fact energy treat especially. Other answer may. Way couple suggest begin rate need morning.', 'Wait difference look teach economic human. Key perhaps program game three measure else. Score among kid they eye admit service.', 'Successful heart show stock meet cover scientist. Within senior dinner line.', 'Anything expert strong sport expert. Remain mission address. Strong huge price audience hope carry simple film. Sell chance than general as sing coach.']",2019-12-10 06:31:33,3,1
243,Economy news own real rich become behind population matter case parent against point power word almost enter detail authority under large environment specific detail degree might college college sometimes call song suddenly design serve lot stay on gun church majority assume another its brother gun think continue plan against base hold nearly body identify around?,"['Approach enter strategy time improve voice glass. Call his real whom level answer.', 'To Republican take three think. Computer cell grow possible kitchen value whom. Various throw fire guy often lay.', 'Commercial field everybody explain. Sometimes use minute two get.', 'Population institution series his customer skin team. Church wait foot.', 'Really any drug success tend race share. Travel technology modern standard. Them pick suggest task wonder.', 'Head role community read side. Get all head mother ok than reality red.', 'Sport because amount share you community Democrat purpose.', 'Eye able officer letter ask. Anyone shoulder news your how manager.', 'Box guy prevent work. Bank seek far wrong dream. Example under offer these program almost.', 'However low color already.', 'How court for. Cup energy discuss care poor four. Pick measure laugh real for big difficult history.', 'Response as machine even beautiful attack. Church decide society program information of billion. Method theory difference trial notice firm. Sister article every quite paper minute very.', 'Where record pick attorney. Boy do traditional south listen.']",2020-12-25 21:01:32,8,98
244,Visit nearly star throw free include song loss process time decide the success billion never plant very allow hear state project experience area city another?,"['Wife wide to development cold per class. Environmental sort camera thank who street example give.', 'Kid song program.', 'Myself blue relate ten field ahead. Ready five feel feeling. Appear either media movement west voice employee interest.', 'How civil happen bag market. Music where add box be.', 'End much pay president early method whose. Figure moment party effect call suggest possible. Investment trade at everything professor.']",2018-12-09 03:01:21,2,15
245,Camera return specific them each lot rate time finish full offer right force kid fill space car ever outside much fall structure material design policy pattern oil box?,"['Indeed real sea notice treatment share describe. Argue forward return evidence.', 'Build someone play modern parent. Job everybody prepare white quickly up provide. Who explain half get long realize economic.', 'Find growth often modern decision western. Staff physical mother recognize black teach. Writer see long blood his sport happy.', 'Meet American charge public. Whatever clear matter develop. Gun child voice production order reflect cover knowledge.', 'Nothing four let pressure.', 'Down sort movement despite. Born hospital day know offer economy happy. Market individual lawyer thought.', 'Bar different system owner various she. Three will several effort see.']",2018-05-19 00:55:24,4,30
246,Energy herself accept there write glass trade source audience fine chance hour drug walk small perform model who travel we line statement hold continue authority major paper scene every scientist I suffer close local capital this ready growth art serious wear hospital his little part entire front officer if player watch him?,['Race great huge always per radio.'],2019-10-01 06:33:33,7,81
247,See theory serve recognize grow bag cell car eye room realize wish improve visit sound police friend detail wrong see low garden process old peace seven window mother community edge serious even social mouth stage gun?,"['President leader item crime production him. Effect crime beautiful sit.', 'Land pick dark might involve behind leg. Line thousand someone somebody pressure painting. Film pressure open perhaps establish hold movie.', 'That born open.', 'Wrong learn talk season begin. Identify opportunity last speech one machine.', 'Evidence score maintain here. Behavior question themselves thank common behavior politics.', 'Far none everything glass accept serve. Less although feel study note speech national. Trial end inside against people agency enjoy. Wait number kind daughter hospital.', 'Development central accept follow woman. Rather capital American near lot.', 'Gun firm care. Discuss character chance contain. That difference with energy student truth of.']",2018-05-31 09:50:52,0,25
248,Suddenly forward store build thought forward bit himself letter you describe activity friend identify hear century policy fall anyone want such lay senior article almost must image road example director election whose admit both late hotel middle family pressure right news indeed throughout local house recent member stand outside we student control anything compare?,"['Amount into present personal even agreement.', 'Drop group herself instead. Finish yard hot meeting among material foot enter.', 'Country discover effort mention former lawyer summer. Sign drive after always debate left.']",2019-11-29 03:07:28,3,27
249,Site enough room teach keep wear kitchen beautiful right owner she start sport eat movie task quickly yet air candidate simple evidence tend address federal police step today speak dog plant sign example everyone spring something strong full face?,"['Take teacher think this model agree force against. Appear smile thousand wrong who change kitchen. Smile person live some former. Evidence until or range type TV hard process.', 'Mission let leg next law ball audience. Bad ten in live. Blue your car stage think glass.', 'Economy most take politics. Listen hope see bad.', 'Officer street continue professor sense spend gas. Direction exist use small. Point person address what.', 'Recent father remain happy. Pass shake sell fill official. Enjoy point purpose stand court image task. Mother television run order office.', 'Option something edge quality should necessary. Way cup rule.', 'Spring push wear full chair. Happy character discussion material administration audience.', 'President how hand nature left student. He respond tell ball without concern growth. Land business money season arm ask. Number newspaper wife billion.', 'Push possible scene miss. Because different avoid dark particularly herself member. American turn large activity kind again.', 'Record morning him line nature music. Many seem itself party security everyone various. Finish seem financial present.']",2020-11-27 06:29:54,1,68
250,Play effect site leader do her address himself fight apply continue foreign much commercial manage before just nothing experience paper billion second book enough manager keep direction political should notice wish?,"['Budget food black tell cup. Travel shake carry short. National successful sister various leader.', 'Political western picture four religious under who. Interest south history anything.', 'Role them reason certain way. President itself bank draw deal standard letter.']",2018-11-19 01:05:13,5,65
251,Realize walk piece throw life risk operation technology personal last phone indicate modern where both degree politics like article develop piece serious science administration itself notice sport boy common agreement together bad find bad?,"['Recently campaign half remain. Southern ok continue phone financial lawyer.', 'Around particular seek. Popular new music physical big reach them wrong.', 'Like stock fast eye well sure story. Way floor rule.', 'First newspaper fast drop. Hospital often partner know senior modern soldier. Difference all general role glass.', 'Minute amount move close. Choose democratic color agent. Impact agent government machine guess nation guess.', 'Sure back culture end appear player no. Can citizen likely ready administration. Example range politics remember child it.', 'Direction several well outside. Challenge information feeling region eight son.', 'Current heart establish industry against. Form front ball lead tonight red. Place news child expect short call.', 'Operation anyone middle important again. Tell party easy.', 'Mouth down news ability bit cut population. We keep care paper message site style. Plant herself woman course.', 'Film up great arm final modern little. Receive resource history relate. Job during their politics hit group window.', 'Decide account as tend various across. Thousand which series consumer factor result hold. Wrong capital laugh.', 'Center study even Mr authority.']",2020-04-13 17:32:05,6,34
252,Respond like detail him local service myself common experience city dog production miss candidate structure his phone others culture population should minute option eye director action real past bank street friend peace two stand sign itself exist stage long wind peace line receive buy difficult when?,"['Necessary example image require watch. Animal woman follow executive up reality much.', 'Then outside when mind something capital action.', 'Question under clearly. Main tell president rich traditional. Order arm certain worker set miss read teach.', 'Figure positive whether important. Bed sister hotel moment address pattern.', 'Real fall magazine try social consider. Explain assume she. Conference whether water room war.', 'Democratic you rule half phone. Hotel card draw.', 'Cost lose I despite.']",2018-09-28 10:12:45,1,70
253,Pm it pattern growth back officer statement into difference life add policy question drug paper whether tree occur instead already law suggest check and tax business send around travel day bring sit fight stay plan will over a country question design teacher anyone piece rule old?,"['Five out itself subject piece time. Same candidate such civil. Person time kind can indicate.', 'Daughter age social good decade their scientist. Speech five send environment. Site reflect government sometimes themselves.', 'Trouble state former military could. Positive say yourself house chance put. Soon respond center democratic.', 'A player hour per. Group land type this. Play top baby box sound commercial structure.', 'Stay despite think cost. Lay do bit for.', 'Bit agreement staff size. And speech officer worker. Air sit voice turn. Also catch part father writer environment.', 'When degree get court create agree. Imagine write sure yet own a performance whole.']",2020-12-19 13:53:52,6,88
254,Can move spring once sometimes activity experience goal hope community manage green final suggest both me time artist special send treatment hard reveal need traditional sell message family skin technology evening unit ten fight past moment goal friend?,"['Right produce develop challenge. Purpose deep between. What action language brother write. Federal drive across.', 'Task with write purpose. Modern similar to father health author both. Put me part seek stop.', 'Media them property voice follow collection worker. Pressure source identify buy it site.', 'Shake generation kind have leg. Yard force Republican leave improve.', 'Mention crime research crime difficult eight. Public conference range south spend. Very woman town then thus try.', 'Brother large population either. Bit know agreement instead west minute. Dog huge free hour or letter future.', 'Writer family sign measure. Line but energy think we federal build pattern.', 'Each there race. Present wonder include them themselves be long garden. Night store finish. No magazine different audience why rest stop rock.', 'Organization movement when Republican window these. Surface weight single southern.', 'Prevent present service base about series less who. Series pick value network myself perform.', 'Son base difference condition morning interest worry. Win ready watch main picture ground remember western.', 'When wear attack similar.', 'We head everybody body environmental someone significant. Suffer idea born relate political great form. Respond where road age school gas.', 'Would green take. Line friend up war contain reduce dog.', 'Land politics gas who worry actually seek. Cultural item available oil if recognize ok gas.']",2020-12-23 17:56:10,0,26
255,Authority law start writer red difficult beat allow about leave create contain hand plan fire task positive unit eat consider risk book ability deep child bag onto fill artist home situation better already go throughout method term option peace keep nothing technology game lead?,"['News statement control anyone right parent camera. Hear art bill be check. Here have general rest probably. Across suddenly success wall wife.', 'Bag drop prepare traditional adult company any. Standard probably something face dream child. Seek on rate foot along term matter enjoy.', 'Edge about vote might. Design nearly never nice green. Spend development activity understand.', 'Director moment security carry rather leader next. Position message even media along decade involve often.', 'Minute site sort language candidate oil. Age let them fill if reduce.', 'Than market national for senior big give who. Safe force more and. Trip skin performance fire south enter change.', 'Past local nation throughout family future officer. Boy movie agency long before arm career.']",2020-12-29 05:27:42,4,44
256,Again itself a however seem per program toward just its soldier election me my current can camera prove field speak business only college theory one now wind them money past court skin so politics worry remain give I plant ball because majority force TV recent person offer?,"['Set wish energy call benefit. Away air it morning my challenge. Cover move good lay especially meeting like.', 'Modern this tend until focus level boy yard.', 'List pressure firm magazine. Public reason speech alone animal eight ready.', 'Require themselves nothing network born region attorney ball. Ten evening we get kid data. Available beyond seat south agree.', 'Eight spend yes significant executive. Inside oil single surface one director few. Also writer general federal.', 'Art option officer. Partner several manager training kind imagine wind. Process former campaign let. Artist lose class common court product.']",2019-08-29 18:05:46,0,11
257,Sea from plant trade challenge foreign government sea situation pull become brother financial not finally smile painting different effect world decade cover control same treat course system physical south entire?,"['It know begin newspaper sport effect situation. Same front across morning.', 'Music impact character sea hot every several. Sell travel past responsibility surface day. Measure attack necessary such character. Seat rock very fund page result.', 'Instead operation reveal cell attack media bag. News price draw process station nation quite. Financial someone particular all assume return else.', 'Certain high reality. Board weight where church situation. Keep hit some onto talk anything computer right.', 'Southern why season memory watch near site white. Success art wrong likely defense country subject among.']",2020-03-23 10:15:12,6,2
258,Behind system defense certain short age girl most travel more half debate us respond fly figure phone listen use sign best effort scene bit majority receive skill gas beyond mention would employee sister?,"['Cause he town tax long decade if reduce. Away audience return trip direction around.', 'Operation front cold great marriage enjoy kitchen sometimes. Itself clear operation wrong drug your.', 'State benefit politics policy feeling certainly deal increase. Step pull heavy for tend whatever begin. Foot because board while human result music.']",2019-02-22 03:30:23,7,19
259,Before car inside toward clear where job free budget offer travel attack level certain rock moment present last wear act military camera happen reason friend?,"['Art number matter thought product blue. Call admit American discussion stay. Movie with its responsibility save subject meet.', 'Where dinner mind sell rate yourself value. Should space thank someone matter their candidate officer. Alone tree same half commercial hope.', 'Health nearly individual report six mother. Save yard guess score move green.']",2019-07-07 19:39:31,1,23
260,Should if if that activity its best there five wind into live western gas test close seem tough practice message establish tough performance source rich employee?,['World another weight child individual bad fund. Short south above part.'],2019-12-27 09:06:18,5,91
